incident_id,name,start_date,end_date,incident_type,receiver_country,receiver_regions,receiver_category,receiver_subcategory,initiator_name,initiator_country,initiator_category,initiator_subcategory,attribution_type,attributing_actor,cyber_conflict_issue,zero_days,mitre_initial_access,mitre_impact,has_disruption,data_theft,hijacking,impact_indicator_score,functional_impact,intelligence_impact,economic_impact_value,response_indicator,start_year
4095,Russia-Aligned Cybercrime Group 'RomCom' Exploited A Zero-Day Vulnerability In Firefox In The United States At The Beginning Of October 2024,2024-10-01,,Hijacking with Misuse,United States,"NATO, NORTHAM",Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,RomCom,Unknown,State affiliated actor,Not available,Technical report,ESET,Not available,Yes,Exploit Public-Facing Application,Data Manipulation,False,Not available,System Misuse,5,No system interference/disruption,No Impact,0,Countermeasures,2024.0
4093,Hacktivist group NoName057(16) Launched A DDoS Attack On The Coroners Court Of Victoria In Australia On 25 November 2024,2024-11-25,2024-11-25,Disruption,Australia,OC,State institutions / political system,Judiciary,NoName057(16),Unknown,Non-state-group,Hacktivist(s),Media statement / Social media,NoName057(16),Not available,No,Not available,Network Denial of Service,True,Not available,Not available,6,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2024.0
4092,South East Asian cyber gang 'Waste' stole 16 million euros from the Bank of Uganda in mid-November 2024,2024-11-01,2025-01-09,"Data theft, Hijacking with Misuse",Not available,Not available,"State institutions / political system, Critical infrastructure","Government / ministries, Finance",The Unknowns,Southeast Asia (region),Unknown,Not available,Not available,Waste,Resources,Not available,Not available,Not available,False,Non-sensitive information,System Misuse,7,No system interference/disruption,Minor Breach,8,Unfriendly Acts / Retorsions,2024.0
4091,Unknown threat actors launched a ransomware attack on Costa Rican Petroleum Refinery RECOPE in Costa Rica on 27 November 2024,2024-11-27,2024-11-27,"Disruption, Hijacking with Misuse, Ransomware",Costa Rica,CENTAM,Critical infrastructure,Energy,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,Not available,Not available,Not available,True,Not available,System Misuse,7,Days (< 7 days),No Impact,0,Unfriendly Acts / Retorsions,2024.0
4090,"Unknown threat actors launched a ransomware attack on the city of Hoboken, New Jersey (USA) on 27 November 2024",2024-11-27,2024-11-27,"Disruption, Hijacking with Misuse, Ransomware",United States,"NATO, NORTHAM",State institutions / political system,Civil service / administration,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,Not available,Not available,Data Destruction,True,Not available,System Misuse,7,Days (< 7 days),No Impact,0,Unfriendly Acts / Retorsions,2024.0
4087,"Russian State-Sponsored Hacking Group TAG-110 Hacked Human Rights Groups, Private Security Companies, And Educational Institutions In Central Asia, East Asia, And Europe Between July 2024 And November 2024",2024-07-01,,"Data theft, Hijacking with Misuse","Kazakhstan, Uzbekistan, Kyrgyzstan, Hungary, India, Greece, Turkmenistan, Armenia, China, Ukraine, Tajikistan","ASIA, CSTO, SCO, ASIA, CENTAS, SCO, ASIA, CENTAS, CSTO, SCS, EUROPE, NATO, EU, EASTEU, ASIA, SASIA, SCO, EUROPE, NATO, EU, BALKANS, ASIA, ASIA, CENTAS, CSTO, ASIA, SCS, EASIA, NEA, SCO, EUROPE, EASTEU, ASIA, CENTAS, CSTO, SCO","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), State institutions / political system, Social groups, Education, Critical infrastructure","Civil service / administration, Government / ministries, Advocacy / activists (e.g. human rights organizations), Research",Unit 29155 / TAG-110,Russia,Unknown,Not available,Technical report,Recorded Future,International power,Not available,Not available,Not available,False,Non-sensitive information,System Misuse,11,No system interference/disruption,Minor Breach,0,Countermeasures,2024.0
4086,"RansomHub Gang Breached The US-City Of Coppell, Texas On 23 October 2024",2024-10-23,2024-10-23,"Data theft & Doxing, Disruption, Hijacking with Misuse, Ransomware",United States,"NATO, NORTHAM",State institutions / political system,Civil service / administration,Unknown,Unknown,Non-state-group,Criminal(s),Media statement / Social media,RansomHub,Not available,Not available,Not available,Not available,True,Non-sensitive information,System Misuse,11,Weeks (< 4 weeks),Minor Breach + Corruption,0,Unfriendly Acts / Retorsions,2024.0
4084,"Chinese state-sponsored hacking group Flax Typhoon infiltrated Paraguayan government networks, intercepting emails and accessing the email server beginning at least in April 2024",2024-04-01,2024-11-26,"Data theft, Hijacking with Misuse",Paraguay,SOUTHAM,State institutions / political system,Government / ministries,Unknown,China,State affiliated actor,Non-state group(state-affiliation suggested),Political statement / report,U.S. Embassy in Paraguay,Not available,Not available,Not available,Not available,False,Sensitive information,System Misuse,10,No system interference/disruption,Major Breach + Corruption,0,Countermeasures,2024.0
4083,Unknown actors encrypted at least one device in the network of the Spanish National Institute for Agricultural and Food Research and Technology (INIA-CSIC) since at least 12 November 2024,2024-11-12,2024-11-26,Hijacking with Misuse,Spain,"EUROPE, NATO, EU","State institutions / political system, Critical infrastructure","Civil service / administration, Research",Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,Not available,Not available,Not available,False,Not available,System Misuse,5,No system interference/disruption,No Impact,0,Unfriendly Acts / Retorsions,2024.0
4082,The Termite ransomware group disrupted the managed services hosted environment of supply chain management and software provider Blue Yonder since at least 21 November 2024,2024-11-21,2024-11-21,"Data theft, Hijacking with Misuse, Ransomware",United States,"NATO, NORTHAM",Critical infrastructure,Telecommunications,Termite ransomware,Unknown,Non-state-group,Criminal(s),Media statement / Social media,Termite ransomware,Not available,Not available,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Unfriendly Acts / Retorsions,2024.0
4081,Unknown threat actors compromised the company network of Maxar Space Systems on 4 October 2024,2024-10-04,2024-10-11,"Data theft, Hijacking with Misuse",United States,"NATO, NORTHAM",Critical infrastructure,"Space, Critical Manufacturing",Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,Not available,Not available,Not available,False,Non-sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Unfriendly Acts / Retorsions,2024.0
4080,Russian state-sponsored hacking group GruesomeLarch (also known as APT 28) breached an unknown organization in the United States by exploiting neighboring Wi-Fi networks in February 2022,2022-01-01,,"Data theft, Hijacking with Misuse",United States,"NATO, NORTHAM",Unknown,Not available,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",Russia,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,Volexity,"International power, Cyber-specific",Not available,Exploit Public-Facing Application,Data Exfiltration,False,Non-sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Countermeasures,2022.0
4079,Near2tlg gained access into the extranet of the HR department of the Bank of France,2024-11-23,2024-11-23,"Data theft & Doxing, Hijacking with Misuse",France,"EUROPE, NATO, EU, WESTEU",Critical infrastructure,Finance,Near2tlg,Unknown,Non-state-group,Criminal(s),Media statement / Social media,Near2tlg,Not available,No,Not available,Not available,False,Non-sensitive information,System Misuse,8,No system interference/disruption,Minor Breach + Corruption,0,Unfriendly Acts / Retorsions,2024.0
4076,Unknown threat actors carried out a DDDos-attack against Swiss website provider Backslash affecting cantons and towns in Switzerland on 24 November 2024,2024-11-24,2024-11-24,Disruption,Switzerland,"EUROPE, WESTEU","State institutions / political system, Critical infrastructure","Government / ministries, Digital Provider",Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,Not available,Not available,Network Denial of Service,True,Not available,Not available,9,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2024.0
4075,Unknown threat actors breached and blocked computer systems of Occitanie’s agricultural chambers in mid-November 2024,2024-11-18,,"Data theft, Disruption",France,"EUROPE, NATO, EU, WESTEU",Critical infrastructure,Not available,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,Not available,Not available,Data Exfiltration,True,Non-sensitive information,Not available,8,Days (< 7 days),Minor Breach,0,Unfriendly Acts / Retorsions,2024.0
4074,Unknown threat actors breached and encrypted the computer systems of Haute-Garonne Chamber of Agriculture in mid-November 2024,2024-11-17,,"Data theft, Disruption, Hijacking with Misuse",France,"EUROPE, NATO, EU, WESTEU",State institutions / political system,Civil service / administration,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,Not available,Not available,Data Exfiltration,True,Non-sensitive information,System Misuse,8,Days (< 7 days),Minor Breach,0,Unfriendly Acts / Retorsions,2024.0
4073,Apparently pro-palestianian group Mr Hamza launched DDoS attacks on websites of several German security authorities on 22 November 2024,2024-11-22,2024-11-22,Disruption,Germany,"EUROPE, NATO, EU, WESTEU",State institutions / political system,"Intelligence agencies, Police",Mr Hamza,Unknown,Non-state-group,Hacktivist(s),Media statement / Social media,Mr Hamza,Other,Not available,Not available,Network Denial of Service,True,Not available,Not available,6,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2024.0
4072,Unknown hacktivists breached The Real World platform on 21 November 2024,2024-11-21,2024-11-21,"Data theft, Disruption, Hijacking with Misuse",United States,"NATO, NORTHAM",Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,Unknown,Unknown,Non-state-group,Hacktivist(s),Not available,Not available,Not available,Not available,Not available,Data Exfiltration,True,Non-sensitive information,System Misuse,7,Day (< 24h),Minor Breach,0,Unfriendly Acts / Retorsions,2024.0
4071,Hacker collective Lynx launched a ransomware attack on INPS Servizi S.p.A. in Italy beginning 18 November 2024,2024-11-18,,"Hijacking with Misuse, Ransomware",Italy,"EUROPE, NATO, EU",State institutions / political system,Civil service / administration,Lynx,Unknown,Non-state-group,Criminal(s),Media + Political/Technical report,Edoardo Limone,Not available,Not available,Not available,Data Encrypted for Impact,False,Not available,System Misuse,5,No system interference/disruption,No Impact,0,Unfriendly Acts / Retorsions,2024.0
4069,Unknown threat actors hacked Palo Alto Networks firewalls in the United States using zero-day vulnerabilities in November 2024,2024-11-19,,Hijacking with Misuse,United States,"NATO, NORTHAM","Critical infrastructure, Unknown",Digital Provider,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,Yes,Exploit Public-Facing Application,Account Access Removal,False,Not available,System Misuse,6,No system interference/disruption,No Impact,0,Unfriendly Acts / Retorsions,2024.0
4064,Unknown threat actors disrupted the Lozère Chamber of Agriculture in France on 18 November 2024,2024-11-18,2024-11-18,"Disruption, Hijacking without Misuse",France,"EUROPE, NATO, EU, WESTEU",State institutions / political system,Civil service / administration,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,Not available,Not available,Not available,True,Not available,Empowerment,7,Days (< 7 days),No Impact,0,Unfriendly Acts / Retorsions,2024.0
