incident_id,name,start_date,end_date,incident_type,receiver_country,receiver_regions,receiver_category,receiver_subcategory,initiator_name,initiator_country,initiator_category,initiator_subcategory,attribution_type,attributing_actor,cyber_conflict_issue,zero_days,mitre_initial_access,mitre_impact,has_disruption,data_theft,hijacking,impact_indicator_score,functional_impact,intelligence_impact,economic_impact_value,response_indicator,start_year
1676,Lazarus APT Attacks European and Latin American Organizations using DTrack backdoor in 2022,2022-01-01,,Hijacking without Misuse,"Saudi Arabia, Brazil, Germany, Switzerland, Turkey, Mexico, United States, India, Italy","ASIA, MENA, MEA, GULFC, SOUTHAM, EUROPE, NATO, EU, WESTEU, EUROPE, WESTEU, ASIA, NATO, MEA, NATO, NORTHAM, ASIA, SASIA, SCO, EUROPE, NATO, EU","State institutions / political system, Critical infrastructure, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), Science","Civil service / administration, Telecommunications","Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",North Korea,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,Kaspersky,Unknown,No,Not available,Not available,False,Not available,Empowerment,3,No system interference/disruption,Not available,0,Countermeasures,2022.0
1674,An unnamed Iranian state-sponsored hacking group gained access to the computer systems of a US federal civilian executive branch organization beginning in February 2022,2022-02-01,2022-07-15,Hijacking without Misuse,United States,"NATO, NORTHAM",State institutions / political system,Civil service / administration,Unknown,Iran,State affiliated actor,Not available,Technical report,Cybersecurity and Infrastructure Security Agency (CISA),Unknown,No,Exploit Public-Facing Application,Not available,False,Not available,Empowerment,5,No system interference/disruption,No Impact,0,Countermeasures,2022.0
1673,Chinese state-sponsored hacking group Billbug gained access to the systems of government agencies in multiple Asian countries beginning in March 2022,2022-03-01,,Hijacking without Misuse,Asia (region),Not available,State institutions / political system,Government / ministries,Billbug / Lotus Blossom / Thrip,China,State affiliated actor,Not available,Technical report,Symantec,Unknown,No,Exploit Public-Facing Application,Not available,False,Not available,Empowerment,5,No system interference/disruption,No Impact,0,Countermeasures,2022.0
1672,Chinese state-sponsored hacking group Earth Longzhi gained access to high-profile victims of various sectors in several countries beginning in mid-2021,2021-08-01,,"Data theft, Hijacking with Misuse","Indonesia, Taiwan, Thailand, Pakistan, Ukraine, China, Malaysia","ASIA, SCS, SEA, ASIA, SCS, ASIA, SEA, ASIA, SASIA, SCO, EUROPE, EASTEU, ASIA, SCS, EASIA, NEA, SCO","Critical infrastructure, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Transportation, Defence industry",Earth Longzhi < APT41/BARIUM/Wicked Panda/G0096 (Chengdu 404 Network Technology) < Winnti Umbrella/G0044,China,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,Trend Micro,International power,No,Phishing,Data Exfiltration,False,Sensitive information,System Misuse,6,No system interference/disruption,Corruption / Major Breach,0,Countermeasures,2021.0
1671,Chinese state-sponsored hacking group Earth Longzhi gained access to various targets in Taiwan and the banking sector in China beginning in 2020,2020-05-01,,"Data theft, Hijacking with Misuse","China, Taiwan","ASIA, SCS, EASIA, NEA, SCO, ASIA, SCS","Critical infrastructure, State institutions / political system, Science","Finance, Government / ministries",Earth Longzhi < APT41/BARIUM/Wicked Panda/G0096 (Chengdu 404 Network Technology) < Winnti Umbrella/G0044,China,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,Trend Micro,"System / ideology, International power, Secession",No,Phishing,Data Exfiltration,False,Sensitive information,System Misuse,5,Not available,Corruption / Major Breach,0,Countermeasures,2020.0
1670,"Unknown actors gained access into the server of the Mexican Secretariat of Infrastructure, Communications and Transport (SICT) in October 2022",2022-10-01,2022-10-24,Hijacking without Misuse,Mexico,Not available,State institutions / political system,Government / ministries,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Not available,False,Not available,Empowerment,3,Not available,No Impact,0,Unfriendly Acts / Retorsions,2022.0
1669,Unknown actors stole data from various Spanish state agencies using the communication network Punto Neutro Judicial of the judiciary starting in October 2022,2001-01-01,,"Data theft, Hijacking with Misuse",Spain,"EUROPE, NATO, EU",State institutions / political system,"Police, Civil service / administration",Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,Unknown,No,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,5,Not available,Corruption / Major Breach,0,Unfriendly Acts / Retorsions,2001.0
1668,Chinese state-sponsored hacking group APT15 used Android surveillance tool Bad Bazaar to spy on Uyghur and other Turkic minorities in China and abroad beginning in 2018,2018-01-01,,"Data theft, Hijacking with Misuse","China, Turkey, Afghanistan","ASIA, SCS, EASIA, NEA, SCO, ASIA, NATO, MEA, ASIA, SASIA",Social groups,Ethnic,Ke3chang/Vixen Panda/APT15/Nylon Typhoon fka NICKEL/Flea,China,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,Lookout,"System / ideology, Secession",No,Trusted Relationship,Data Exfiltration,False,Non-sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,Countermeasures,2018.0
1667,Suspected hacktivist Al-Toufan disrupted several Bahraini websites on the day of the municipal and parliamentary elections on 12 November 2022,2022-11-12,2022-11-12,"Disruption, Hijacking with Misuse",Bahrain,"ASIA, MENA, MEA, GULFC","State institutions / political system, Media","Legislative, Election infrastructure / related systems",Unknown,Unknown,State affiliated actor,Not available,Media statement / Social media,Ministry of Interior,"System / ideology, National power",No,Not available,Defacement,True,Not available,System Misuse,5,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2022.0
1665,"Pro-Russian hacktivist group disrupted multiple organizations in Ukraine with ""Somnia"" ransomware on 11 November 2022",2022-11-01,,"Data theft, Disruption, Hijacking with Misuse, Ransomware",Ukraine,"EUROPE, EASTEU",Unknown,Not available,From Russia with Love (FRwL)/Z-Team/UAC-0118,Russia,Non-state-group,Criminal(s),Technical report,CERT-UA,"System / ideology, Territory, Resources, International power",No,External Remote Services,Data Exfiltration,True,Non-sensitive information,System Misuse,2,Not available,Minor Breach,0,No Response,2022.0
1664,More than 30 Thai activists were victims of the Pegasus spyware between October 2020 and November 2021,2020-10-21,2021-11-12,"Data theft, Hijacking with Misuse",Thailand,"ASIA, SEA","Social groups, Other, Science",Advocacy / activists (e.g. human rights organizations),Unknown,Thailand,State,Not available,Technical report,CitizenLab,"System / ideology, National power",No,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,6,No system interference/disruption,Minor Breach,0,No Response,2020.0
1663,Ukrainian IT Army disrupts St. Petersburg Economic Forum with DDoS attack in June 2022,2022-06-17,2022-06-17,Disruption,Russia,"EUROPE, EASTEU, CSTO, SCO",State institutions / political system,"Other (e.g., embassies)",IT Army of Ukraine,Ukraine,Non-state-group,Hacktivist(s),Media statement / Social media,IT Army of Ukraine,"System / ideology, Territory, Resources, International power",No,Not available,Network Denial of Service,True,Not available,Not available,5,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2022.0
1662,Russian military intelligence service GRU compromised the routers of a Ukrainian organization in Spring 2022 following a wiper attack in February,2022-02-01,,"Disruption, Hijacking without Misuse, Hijacking with Misuse",Ukraine,"EUROPE, EASTEU",Unknown,Not available,GRU,Russia,State,Not available,Media statement / Social media,Mandiant,"System / ideology, Territory, Resources, International power",No,Exploit Public-Facing Application,Not available,True,Not available,Empowerment,9,Days (< 7 days),Corruption / Major Breach,0,Countermeasures,2022.0
1661,Russian military intelligence service GRU exploited stolen credentials to gain access to the Zimbra email server of a Ukrainian organization in June 2021 after a wiper attack in February,2021-02-01,,"Disruption, Hijacking without Misuse, Hijacking with Misuse",Ukraine,"EUROPE, EASTEU",Unknown,Not available,GRU,Russia,State,Not available,Media statement / Social media,Mandiant,"System / ideology, Territory, Resources, International power",No,Exploit Public-Facing Application,Disk Wipe,True,Not available,Empowerment,7,Days (< 7 days),No Impact,0,Countermeasures,2021.0
1660,Russian military intelligence service GRU compromised a firewall and carried out wiper attacks against a Ukrainian target beginning in April 2021,2021-04-01,,"Disruption, Hijacking with Misuse",Ukraine,"EUROPE, EASTEU",Unknown,Not available,GRU,Russia,State,Not available,Media statement / Social media,Mandiant,"System / ideology, Territory, Resources, International power",No,Exploit Public-Facing Application,Disk Wipe,True,Not available,System Misuse,10,Months,Corruption / Major Breach,0,Countermeasures,2021.0
1659,Russian state-sponsored hacking group IRIDIUM used new Prestige ransomware to attack transport and logistics companies in Ukraine and Poland beginning in March 2022,2022-03-01,2022-10-11,"Disruption, Hijacking with Misuse, Ransomware","Poland, Ukraine","EUROPE, NATO, EU, EASTEU, EUROPE, EASTEU",Critical infrastructure,Transportation,"Yuriy Denisov (Colonel of Russian Armed Forces and Commanding Officer of Unit 29155, Russia), Vladislav Borovkov (Lieutnant of Russian Armed Forces and Member of Unit 29155), Denis Denisenko (Lieutnant of Russian Armed Forces and Member of Unit 29155, Russia), Dimitriy Goloshubov (Lieutnant of Russian Armed Forces and Member of Unit 29155, Russia), Nikolay Korchagin (Lieutnant of Russian Armed Forces and Member of Unit 29155, Russia), Amin Timovich Stigal (Main Directorate of the General Staff of the Armed Forces of the Russian Federation)",Russia,"State, State affiliated actor",Not available,Domestic legal action,United States District Court for the District of Maryland,"System / ideology, Territory, Resources, International power",No,Not available,Data Encrypted for Impact,True,Not available,System Misuse,1,Not available,Not available,0,Countermeasures,2022.0
1658,Russian military intelligence service GRU exploited Microsoft Exchange vulnerability to gain access and wipe a Ukrainian target in 2022,2022-01-01,,"Disruption, Hijacking with Misuse",Ukraine,"EUROPE, EASTEU",Unknown,Not available,Unknown,Russia,State,Not available,Media statement / Social media,Mandiant,"System / ideology, Territory, Resources, International power",No,Exploit Public-Facing Application,Disk Wipe,True,Not available,System Misuse,8,Day (< 24h),Corruption / Major Breach,0,Countermeasures,2022.0
1657,The websites of several Russian arbitration courts defaced on March 16th 2022,2022-03-16,2022-03-16,Hijacking with Misuse,Russia,"EUROPE, EASTEU, CSTO, SCO",State institutions / political system,Judiciary,Unknown,Ukraine,Unknown,Not available,Anonymous media statement,Not available,"System / ideology, Territory, Resources, International power",No,Not available,Defacement,False,Not available,System Misuse,5,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2022.0
1654,DDoS attack on multiple Mississippi state websites during the US mid-term elections in November 2022,2022-11-08,2022-11-08,Disruption,United States,"NATO, NORTHAM",State institutions / political system,Civil service / administration,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,"System / ideology, International power",No,Not available,Network Denial of Service,True,Not available,Not available,6,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2022.0
1653,Ukrainian IT Army targeted the Central Bank of Russia in November 2022 with hack-and-leak operation,2022-01-01,2022-11-03,"Data theft & Doxing, Hijacking with Misuse",Russia,"EUROPE, EASTEU, CSTO, SCO","State institutions / political system, Critical infrastructure","Other (e.g., embassies), Finance",IT Army of Ukraine,Ukraine,Non-state-group,Hacktivist(s),Self-attribution,IT Army of Ukraine,"System / ideology, Territory, Resources, International power",No,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,6,Not available,Minor Breach + Corruption,0,Unfriendly Acts / Retorsions,2022.0
1652,Russian state-sponsored hacking group APT29 exploited Windows feature Credential Roaming to gain access to the network of a European diplomatic entity in early 2022,2022-01-01,,Hijacking without Misuse,Europe (region),Not available,State institutions / political system,"Other (e.g., embassies)",Unknown,Russia,State affiliated actor,Not available,Technical report,Mandiant,Unknown,Yes,Phishing,Not available,False,Not available,Empowerment,5,No system interference/disruption,No Impact,0,Countermeasures,2022.0
1651,The IT Army of Ukraine disrupted the website of Russian defense company Rostec on March 11th 2022,2022-03-11,2022-03-11,Disruption,Russia,"EUROPE, EASTEU, CSTO, SCO",Critical infrastructure,Defence industry,Unknown,Ukraine,Non-state-group,Hacktivist(s),Media statement / Social media,Rostec,"System / ideology, Territory, Resources, International power",No,Not available,Network Denial of Service,True,Not available,Not available,5,Day (< 24h),No Impact,0,Countermeasures,2022.0
1650,The websites of several Russian ministries and agencies were defaced with reference to the Russian-Ukrainian war on March 8th 2022,2022-03-08,2022-03-08,Hijacking with Misuse,Russia,"EUROPE, EASTEU, CSTO, SCO",State institutions / political system,"Civil service / administration, Government / ministries",Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,"System / ideology, Territory, Resources, International power",No,Not available,Defacement,True,Not available,System Misuse,5,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2022.0
1648,Hacktivist group Belarusian Cyber-Partisans disrupted the Belarusian railway network in February 2022,2022-02-01,,"Disruption, Hijacking with Misuse",Belarus,"EUROPE, EASTEU, CSTO",Critical infrastructure,Transportation,Unknown,Belarus,Non-state-group,Hacktivist(s),Media statement / Social media,Belarusian Cyber Partisans,"System / ideology, Territory, Resources, International power",No,Not available,Data Encrypted for Impact,True,Not available,System Misuse,6,Day (< 24h),No Impact,0,Not available,2022.0
1646,Anonymous defaces Russian psychological and consulting website in May 2022,2022-05-14,,Disruption,Russia,"EUROPE, EASTEU, CSTO, SCO",Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Anonymous,"System / ideology, Territory, Resources, International power",No,Not available,Defacement,True,Not available,Not available,6,Day (< 24h),No Impact,0,Not available,2022.0
1644,Pro-Russian group Killnet attacks several Italian institutional and government websites using DDoS attacks in May 2022,2022-05-11,2022-05-12,Disruption,Italy,"EUROPE, NATO, EU","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), State institutions / political system, Other, Media, Science",Government / ministries,Killnet,Russia,Non-state-group,Hacktivist(s),Self-attribution,Killnet,"System / ideology, Territory, Resources, International power",No,Not available,Endpoint Denial of Service,True,Not available,Not available,5,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2022.0
1643,Suspected Chinese state-sponsored hacking group APT10 targeted Japanese media and government organizations with LODEINFO backdoor beginning in March 2022,2022-03-01,,"Data theft, Hijacking with Misuse",Japan,"ASIA, SCS, NEA","Unknown, State institutions / political system, Social groups, Media","Government / ministries, Advocacy / activists (e.g. human rights organizations), Other (e.g., embassies)","APT10/Stone Panda/MenuPass Team/Cloud Hopper/Red Apollo/Cicada/POTASSIUM/BRONZE RIVERSIDE/CVNX/HOGFISH/G0045 (MSS, Tianjin State Security Bureau)",China,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,Japan Computer Emergency Response Team Coordination Center (JPCERT/CC),International power,No,Phishing,Not available,False,Non-sensitive information,System Misuse,1,No system interference/disruption,Not available,0,Countermeasures,2022.0
1642,Anonymous targeted the Achinsk city government with hack-and-leak operation in May 2022,2022-05-01,,Data theft & Doxing,Russia,"EUROPE, EASTEU, CSTO, SCO",State institutions / political system,Civil service / administration,Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Anonymous,"System / ideology, Territory, Resources, International power",No,Not available,Data Exfiltration,False,Non-sensitive information,Not available,8,No system interference/disruption,Minor Breach + Corruption,0,Not available,2022.0
1641,Anonymous targeted the Polar Department of the Russian Federal Research Institute of Fisheries and Oceanography with a hack-and-leak operation in May 2022,2022-05-01,2022-05-11,Data theft & Doxing,Russia,"EUROPE, EASTEU, CSTO, SCO",Science,Not available,Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Anonymous,"System / ideology, Territory, Resources, International power",No,Not available,Data Exfiltration,False,Non-sensitive information,Not available,8,No system interference/disruption,Minor Breach + Corruption,0,Unfriendly Acts / Retorsions,2022.0
1640,"Anonymous hacked and leaked 77,500 emails from the Russian Port and Railway Projects Service of JSC UMMC in May 2022",2022-05-01,2022-05-10,Data theft & Doxing,Russia,"EUROPE, EASTEU, CSTO, SCO",Critical infrastructure,Transportation,Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Anonymous,"System / ideology, Territory, Resources, International power",No,Not available,Data Exfiltration,False,Non-sensitive information,Not available,8,No system interference/disruption,Minor Breach + Corruption,0,Not available,2022.0
1639,Russian spies are suspected of hacking into the personal phone of former british prime minister Liz Truss,2022-01-01,2022-09-05,Data theft,United Kingdom,"EUROPE, NATO, NORTHEU",State institutions / political system,Government / ministries,Unknown,Russia,State,Not available,Anonymous media statement,Not available,"System / ideology, Territory, Resources, International power",No,Not available,Data Exfiltration,False,Sensitive information,System Misuse,9,No system interference/disruption,Major Breach + Corruption,0,Countermeasures,2022.0
1637,Russian Turla APT Group sets up fake DDoS application in order to install malware on pro-Ukrainian hacktivist devices in 2022,2022-01-01,,Hijacking without Misuse,Ukraine,"EUROPE, EASTEU",Social groups,Hacktivist,"Turla/Waterbug/Venomous Bear/Snake/Uroburos/Group 88/Secret Blizzard fka KRYPTON/G0010/UAC-0003 (FSB Centre 16, Unit 71330)",Russia,State affiliated actor,Not available,Technical report,Google's TAG,"System / ideology, Territory, Resources, International power",No,Phishing,Not available,False,Not available,Empowerment,3,Not available,Minor Breach,0,Countermeasures,2022.0
1635,Chinese and Iranian APT groups exploited the Fortinet Authentication Bypass vulnerability,,,Hijacking without Misuse,Not available,Not available,Not available,Not available,Charming Kitten/NEWSCASTER/APT35/Mint Sandstorm fka PHOSPHORUS/NewsBeef/Group 83/TA453/Calanque/G0059 (IRGC),Iran,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,Cyfirma,Unknown,No,Exploit Public-Facing Application,Not available,False,Not available,Empowerment,7,Not available,Not available,0,Unfriendly Acts / Retorsions,
1631,Anonymous targeted the Russian Ministry of Defense in a hack-and-leak operation including mobilization data in September 2022,2022-09-01,2022-09-23,Data theft & Doxing,Russia,"EUROPE, EASTEU, CSTO, SCO",State institutions / political system,Government / ministries,Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Anonymous,"System / ideology, Territory, Resources, International power",Not available,Not available,Data Exfiltration,False,Non-sensitive information,Not available,5,No system interference/disruption,Minor Breach,0,Not available,2022.0
1630,North Korean state-backed Lazarus group stole more than $615 million in cryptocurrency from Axie Infinity's Ronin Networks on 23 March 2022,2022-03-23,2022-03-23,Hijacking with Misuse,United States,"NATO, NORTHAM",Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",North Korea,State affiliated actor,Not available,Political statement / report,Federal Bureau of Investigation (FBI),"National power, International power",No,Not available,Not available,False,Not available,System Misuse,7,No system interference/disruption,No Impact,615000000,Unfriendly Acts / Retorsions,2022.0
1629,APT SideWinder Positioned Backdoor on the website of Pakistan's National Electric Power Regulatory Authority (NEPRA) in September 2022,,,Hijacking with Misuse,Pakistan,"ASIA, SASIA, SCO",State institutions / political system,Civil service / administration,Sidewinder APT/ Rattlesnake/ T-APT4,India,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,Zscaler,International power,No,Exploit Public-Facing Application,Not available,False,Not available,System Misuse,3,Not available,Not available,0,Countermeasures,
1628,Anonymous hacking group Black Reward stole and leaked information of Iran’s Atomic Energy Organization (AEOI) in October 2022,2022-01-01,2022-10-22,"Data theft & Doxing, Hijacking without Misuse",Iran,"ASIA, MENA, MEA",Critical infrastructure,Energy,Unknown,Iran,Non-state-group,Hacktivist(s),Self-attribution,Black Reward,"System / ideology, National power",No,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,10,Day (< 24h),Major Breach + Corruption,0,No Response,2022.0
1627,Iranian-based APT-C-50 continued Domestic Kitten campaign to spy on Iranian citizens starting in June 2021,2021-06-21,,"Data theft, Hijacking with Misuse",Iran,"ASIA, MENA, MEA",End user(s) / specially protected groups,Not available,APT-C-50,Iran,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,ESET,"System / ideology, National power",No,Drive-By Compromise,Data Exfiltration,False,Non-sensitive information,System Misuse,12,Months,Major Breach + Corruption,0,Countermeasures,2021.0
1626,Iranian hacker group Emennet Pasargad stole and leaked information of a US-based organization to target an Iranian opposition group in early 2022,2022-01-01,,"Data theft & Doxing, Disruption, Hijacking with Misuse",United States,"NATO, NORTHAM",Unknown,Not available,"Cotton Sandstorm fka NEPTUNIUM, DEV-0198/Vice Leaker/Marnanbridge (Emennet Pasargad, IRGC)",Iran,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,Federal Bureau of Investigation (FBI),"System / ideology, National power",No,External Remote Services,Data Exfiltration,False,Non-sensitive information,System Misuse,7,Not available,Major Breach + Corruption,0,Unfriendly Acts / Retorsions,2022.0
1618,Pro-Russian group Killnet claims DDoS and hack-and-leak against US defense company Lockheed Martin in August 2022,2022-08-05,2022-08-05,Disruption,United States,"NATO, NORTHAM",Critical infrastructure,Defence industry,Killnet,Russia,Non-state-group,Hacktivist(s),Media report,Killnet,"System / ideology, Territory, Resources, International power",No,Not available,Network Denial of Service,True,Not available,Not available,6,Day (< 24h),No Impact,0,Countermeasures,2022.0
1615,National Republican Army (NRA) steals data from Russian government contractors and disrupts government websites,2022-01-01,,"Data theft, Disruption, Hijacking with Misuse",Russia,"EUROPE, EASTEU, CSTO, SCO","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition), State institutions / political system",Government / ministries,National Republican Army (NRA),Russia,Non-state-group,Hacktivist(s),Media statement / Social media,National Republican Army (NRA),"System / ideology, National power",No,Not available,Data Exfiltration,False,Non-sensitive information,System Misuse,7,Not available,Major Breach + Corruption,0,No Response,2022.0
1614,"Ukrainian TV channels haven been hacked to disseminate pro-Russian content on June 5, 2022",2022-06-05,2022-06-05,Disruption,Ukraine,"EUROPE, EASTEU",Media,Not available,Not attributed,Not attributed,Not attributed,Not available,Not available,Not available,"System / ideology, Territory, Resources, International power",No,Not available,Defacement,True,Not available,Not available,6,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2022.0
1613,Members of REvil ransomware group stole information of Australian private health insurance provider Medibank in October 2022,2022-10-01,,"Data theft & Doxing, Hijacking with Misuse",Australia,OC,Critical infrastructure,Health,REvil,Russia,Non-state-group,Criminal(s),Political statement / report,US Department of the Treasury,Unknown,No,Phishing,Data Exfiltration,False,Sensitive information,System Misuse,11,No system interference/disruption,Major Breach + Corruption,24000000,Unfriendly Acts / Retorsions,2022.0
1611,CERT-UA warns about unknown hackers infiltrating Ukrainian government targets exploiting the Zero-Day vulnerability Follina since March 2022,2022-03-01,,Hijacking with Misuse,Ukraine,"EUROPE, EASTEU",State institutions / political system,Military,Not attributed,Not attributed,Not attributed,Not available,Technical report,CERT-UA,Unknown,Yes,Phishing,Not available,False,Not available,System Misuse,5,No system interference/disruption,No Impact,0,Unfriendly Acts / Retorsions,2022.0
1610,Project Nemesis: Mass doxxing of Ukrainian military and intelligence personnel information by Pro-Russian group RaHDit in May 2022,2022-03-01,,Data theft & Doxing,Ukraine,"EUROPE, EASTEU",State institutions / political system,"Military, Intelligence agencies",RaHDit,Russia,Non-state-group,Hacktivist(s),Technical report,Mandiant,"System / ideology, Territory, Resources, International power",No,Not available,Data Exfiltration,False,Sensitive information,Not available,9,No system interference/disruption,Major Breach + Corruption,0,Countermeasures,2022.0
1609,Anonymous-linked group CaucasNet claims a hack of patrol robots of the Russian company SMP Robotics in May 2022,2022-05-01,,"Disruption, Hijacking with Misuse",Russia,"EUROPE, EASTEU, CSTO, SCO",Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,CaucasNet,Unknown,Non-state-group,Hacktivist(s),Self-attribution,CaucasNet,"System / ideology, Territory, Resources, International power",No,Not available,Defacement,True,Not available,System Misuse,6,Days (< 7 days),No Impact,0,No Response,2022.0
1607,Chinese state-sponsored Winnti Group targets Hong Kong government organizations in espionage effort starting in 2021,2021-01-01,,"Data theft, Hijacking without Misuse",Hong Kong,ASIA,State institutions / political system,Government / ministries,Unknown,China,State affiliated actor,Non-state group(state-affiliation suggested),Technical report,Symantec,"System / ideology, Autonomy, Secession",No,Exploit Public-Facing Application,Not available,False,Not available,Empowerment,7,Months,Not available,0,Countermeasures,2021.0
1606,An unnamed Chinese APT gained access to the systems of a US software company through the use of  shack2 and China Chopper web shells in 2022,2022-01-01,,Hijacking without Misuse,United States,"NATO, NORTHAM",Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,Unknown,China,State affiliated actor,Not available,Technical report,IronNet,International power,No,External Remote Services,Not available,False,Not available,Empowerment,6,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2022.0
1605,"Unknown APT groups used a 0-day in Zimbra software to gain access to government, telecommunication and IT entities throughout Central Asia in early September 2022",2022-09-07,,Hijacking without Misuse,Central Asia (region),Not available,"State institutions / political system, Critical infrastructure, Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Government / ministries, Telecommunications",Not attributed,Not attributed,Not attributed,Not available,Technical report,Kaspersky,Unknown,Yes,Exploit Public-Facing Application,Data Manipulation,False,Not available,Empowerment,1,Not available,Not available,0,Unfriendly Acts / Retorsions,2022.0
1604,"Anonymous claims to have hacked RuTube on Russian Victory Day, May 9, 2022",2022-05-09,2022-05-09,Disruption,Russia,"EUROPE, EASTEU, CSTO, SCO",Media,Not available,Anonymous,Unknown,Non-state-group,Hacktivist(s),Self-attribution,Anonymous,"System / ideology, Territory, Resources, International power",No,Not available,Data Destruction,True,Not available,Not available,8,Days (< 7 days),Corruption / Major Breach,0,Unfriendly Acts / Retorsions,2022.0
1603,Pro-Russian group KillNet disrupted various Bulgarian websites on 15 October 2022,2022-10-15,2022-10-15,Disruption,Bulgaria,"EUROPE, BALKANS, NATO, EU","State institutions / political system, Critical infrastructure, Media","Government / ministries, Judiciary, Telecommunications, Transportation",Killnet,Russia,Non-state-group,Hacktivist(s),Self-attribution,Killnet,System / ideology,No,Not available,Network Denial of Service,True,Not available,Not available,4,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2022.0
1599,Pro-Russian group Killnet targets German authorities and ministries with DDoS attacks in early May,2022-05-01,,Disruption,Germany,"EUROPE, NATO, EU, WESTEU","State institutions / political system, Critical infrastructure","Government / ministries, Police, Transportation, Political parties",Unknown,Russia,Non-state-group,Hacktivist(s),Self-attribution,Killnet,Other,No,Not available,Endpoint Denial of Service,False,Not available,Not available,6,Day (< 24h),No Impact,0,Unfriendly Acts / Retorsions,2022.0
1594,Anonymous -linked group v0g3lSec defaces a Russian drug dealing website on the dark web in May 2022,2022-05-03,,Disruption,Russia,"EUROPE, EASTEU, CSTO, SCO",Social groups,Criminal,v0g3lSec,Unknown,Non-state-group,Hacktivist(s),Self-attribution,v0g3lSec ‏,"System / ideology, Territory, Resources, International power",Not available,Not available,Defacement,True,Not available,Not available,5,Day (< 24h),No Impact,0,No Response,2022.0
1591,Pro-Russian group Killnet targeted US Energy Company Devon in April 2022,2022-04-16,2022-04-16,Disruption,United States,"NATO, NORTHAM",Critical infrastructure,Energy,Unknown,Russia,Non-state-group,Hacktivist(s),Self-attribution,Killnet,"System / ideology, Territory, Resources, International power",No,Not available,Network Denial of Service,True,Not available,Not available,6,Day (< 24h),No Impact,0,Countermeasures,2022.0
1590,The Bulgarian post was disrupted in April 2022,2022-04-04,2022-04-16,"Disruption, Hijacking with Misuse",Bulgaria,"EUROPE, BALKANS, NATO, EU",State institutions / political system,Civil service / administration,Unknown,Russia,Unknown,Not available,Media statement / Social media,"Vasil Velichkov (IT expert and government advisor, Bulgaria)",Unknown,No,Not available,Data Destruction,True,Not available,System Misuse,7,Day (< 24h),Corruption / Major Breach,0,Unfriendly Acts / Retorsions,2022.0
